State Code,District Code,Area Name,Total/ Rural/ Urban,Adolescent and youth categories,Total Population - Persons,Total Population - Males,Total Population - Females,Scheduled Caste - Persons,Scheduled Tribe - Persons,Scheduled Tribe - Males,Illiiterates - Total - Persons,Illiiterates - Total - Males,Illiiterates - Total - Females,Main Worker - Agricultural labourers - Persons
1,13,District - Shupiyan (13),Total,Youth (15-24),58050,28454,29596,5,3492,1816,9985,2967,7018,643
1,13,District - Shupiyan (13),Rural,All Ages,249855,127161,122694,5,21798,11296,124599,53895,70704,3658
1,13,District - Shupiyan (13),Rural,10-14,30369,15385,14984,0,3216,1679,3319,1383,1936,40
1,13,District - Shupiyan (13),Rural,15-19,29949,14771,15178,0,2111,1100,3772,1194,2578,220
1,13,District - Shupiyan (13),Rural,20-24,25108,12097,13011,2,1379,714,6046,1693,4353,415
1,13,District - Shupiyan (13),Rural,Adolescent (10-19),60318,30156,30162,0,5327,2779,7091,2577,4514,260
1,13,District - Shupiyan (13),Rural,Youth (15-24),55057,26868,28189,2,3490,1814,9818,2887,6931,635
1,13,District - Shupiyan (13),Urban,All Ages,16360,9319,7041,38,22,15,5116,2230,2886,103
1,13,District - Shupiyan (13),Urban,10-14,1223,590,633,0,2,1,105,48,57,0
1,13,District - Shupiyan (13),Urban,15-19,1364,662,702,0,0,0,60,35,25,0
1,13,District - Shupiyan (13),Urban,20-24,1629,924,705,3,2,2,107,45,62,8
1,13,District - Shupiyan (13),Urban,Adolescent (10-19),2587,1252,1335,0,2,1,165,83,82,0
1,13,District - Shupiyan (13),Urban,Youth (15-24),2993,1586,1407,3,2,2,167,80,87,8
1,14,District - Anantnag (14),Total,All Ages,1078692,559767,518925,1826,116006,60990,533160,235350,297810,19664
1,14,District - Anantnag (14),Total,10-14,135721,70923,64798,2,16945,8970,19047,8467,10580,264
1,14,District - Anantnag (14),Total,15-19,105248,53368,51880,6,10317,5424,15743,5604,10139,1026
1,14,District - Anantnag (14),Total,20-24,93874,46732,47142,172,7497,3860,22070,6828,15242,2169
1,14,District - Anantnag (14),Total,Adolescent (10-19),240969,124291,116678,8,27262,14394,34790,14071,20719,1290
1,14,District - Anantnag (14),Total,Youth (15-24),199122,100100,99022,178,17814,9284,37813,12432,25381,3195
1,14,District - Anantnag (14),Rural,All Ages,795805,411012,384793,1383,113575,59636,419946,185999,233947,17556
1,14,District - Anantnag (14),Rural,10-14,103466,53882,49584,1,16651,8807,16109,7043,9066,256
1,14,District - Anantnag (14),Rural,15-19,78972,39838,39134,4,10102,5324,13485,4731,8754,950
1,14,District - Anantnag (14),Rural,20-24,68303,33730,34573,146,7316,3754,18465,5672,12793,1979
1,14,District - Anantnag (14),Rural,Adolescent (10-19),182438,93720,88718,5,26753,14131,29594,11774,17820,1206
1,14,District - Anantnag (14),Rural,Youth (15-24),147275,73568,73707,150,17418,9078,31950,10403,21547,2929
1,14,District - Anantnag (14),Urban,All Ages,282887,148755,134132,443,2431,1354,113214,49351,63863,2108
1,14,District - Anantnag (14),Urban,10-14,32255,17041,15214,1,294,163,2938,1424,1514,8
1,14,District - Anantnag (14),Urban,15-19,26276,13530,12746,2,215,100,2258,873,1385,76
1,14,District - Anantnag (14),Urban,20-24,25571,13002,12569,26,181,106,3605,1156,2449,190
1,14,District - Anantnag (14),Urban,Adolescent (10-19),58531,30571,27960,3,509,263,5196,2297,2899,84
1,14,District - Anantnag (14),Urban,Youth (15-24),51847,26532,25315,28,396,206,5863,2029,3834,266
1,15,District - Kulgam (15),Total,All Ages,424483,217620,206863,21,26525,13888,215398,92568,122830,8830
1,15,District - Kulgam (15),Total,10-14,49228,25177,24051,3,3572,1852,6557,2853,3704,74
1,15,District - Kulgam (15),Total,15-19,44153,21986,22167,1,2309,1234,6072,1987,4085,440
1,15,District - Kulgam (15),Total,20-24,41190,20010,21180,2,1723,830,10033,2855,7178,923
1,15,District - Kulgam (15),Total,Adolescent (10-19),93381,47163,46218,4,5881,3086,12629,4840,7789,514
1,15,District - Kulgam (15),Total,Youth (15-24),85343,41996,43347,3,4032,2064,16105,4842,11263,1363
1,15,District - Kulgam (15),Rural,All Ages,343870,175574,168296,18,25802,13520,180758,78331,102427,7954
1,15,District - Kulgam (15),Rural,10-14,40651,20759,19892,3,3462,1803,5805,2533,3272,70
1,15,District - Kulgam (15),Rural,15-19,35906,17869,18037,1,2235,1195,5392,1759,3633,412
1,15,District - Kulgam (15),Rural,20-24,33044,15919,17125,1,1674,800,8790,2525,6265,855
1,15,District - Kulgam (15),Rural,Adolescent (10-19),76557,38628,37929,4,5697,2998,11197,4292,6905,482
1,15,District - Kulgam (15),Rural,Youth (15-24),68950,33788,35162,2,3909,1995,14182,4284,9898,1267
1,15,District - Kulgam (15),Urban,All Ages,80613,42046,38567,3,723,368,34640,14237,20403,876
1,15,District - Kulgam (15),Urban,10-14,8577,4418,4159,0,110,49,752,320,432,4
1,15,District - Kulgam (15),Urban,15-19,8247,4117,4130,0,74,39,680,228,452,28
1,15,District - Kulgam (15),Urban,20-24,8146,4091,4055,1,49,30,1243,330,913,68
1,15,District - Kulgam (15),Urban,Adolescent (10-19),16824,8535,8289,0,184,88,1432,548,884,32
1,15,District - Kulgam (15),Urban,Youth (15-24),16393,8208,8185,1,123,69,1923,558,1365,96
1,16,District - Doda (16),Total,All Ages,409936,213641,196295,53408,39216,20377,190853,75021,115832,3938
1,16,District - Doda (16),Total,10-14,50588,26174,24414,6696,5462,2927,4768,1553,3215,29
1,16,District - Doda (16),Total,15-19,40541,21092,19449,5421,3949,2064,6434,1465,4969,200
1,16,District - Doda (16),Total,20-24,38242,19607,18635,5103,3377,1688,10133,2367,7766,598
1,16,District - Doda (16),Total,Adolescent (10-19),91129,47266,43863,12117,9411,4991,11202,3018,8184,229
1,16,District - Doda (16),Total,Youth (15-24),78783,40699,38084,10524,7326,3752,16567,3832,12735,798
1,16,District - Doda (16),Rural,All Ages,377247,195430,181817,52339,38601,20016,182697,71611,111086,3905
1,16,District - Doda (16),Rural,10-14,47045,24173,22872,6584,5316,2828,4674,1507,3167,29
1,16,District - Doda (16),Rural,15-19,37280,19244,18036,5301,3833,1989,6270,1399,4871,200
1,16,District - Doda (16),Rural,20-24,35216,17952,17264,5001,3341,1671,9880,2290,7590,595
1,16,District - Doda (16),Rural,Adolescent (10-19),84325,43417,40908,11885,9149,4817,10944,2906,8038,229
1,16,District - Doda (16),Rural,Youth (15-24),72496,37196,35300,10302,7174,3660,16150,3689,12461,795
1,16,District - Doda (16),Urban,All Ages,32689,18211,14478,1069,615,361,8156,3410,4746,33
1,16,District - Doda (16),Urban,10-14,3543,2001,1542,112,146,99,94,46,48,0
1,16,District - Doda (16),Urban,15-19,3261,1848,1413,120,116,75,164,66,98,0
1,16,District - Doda (16),Urban,20-24,3026,1655,1371,102,36,17,253,77,176,3
1,16,District - Doda (16),Urban,Adolescent (10-19),6804,3849,2955,232,262,174,258,112,146,0
1,16,District - Doda (16),Urban,Youth (15-24),6287,3503,2784,222,152,92,417,143,274,3
1,17,District - Ramban (17),Total,All Ages,283713,149132,134581,13920,39772,20940,159648,66194,93454,3410
1,17,District - Ramban (17),Total,10-14,36437,18801,17636,1880,5359,2820,7035,2215,4820,29
1,17,District - Ramban (17),Total,15-19,28230,14432,13798,1417,3623,1947,8722,2240,6482,167
1,17,District - Ramban (17),Total,20-24,25136,13006,12130,1231,3368,1754,10385,3091,7294,450
1,17,District - Ramban (17),Total,Adolescent (10-19),64667,33233,31434,3297,8982,4767,15757,4455,11302,196
1,17,District - Ramban (17),Total,Youth (15-24),53366,27438,25928,2648,6991,3701,19107,5331,13776,617
1,17,District - Ramban (17),Rural,All Ages,271902,142317,129585,13402,39583,20839,156708,64965,91743,3363
1,17,District - Ramban (17),Rural,10-14,35431,18284,17147,1822,5334,2808,6996,2194,4802,29
1,17,District - Ramban (17),Rural,15-19,27262,13917,13345,1359,3603,1935,8669,2218,6451,166
1,17,District - Ramban (17),Rural,20-24,24046,12384,11662,1192,3351,1744,10295,3054,7241,445
1,17,District - Ramban (17),Rural,Adolescent (10-19),62693,32201,30492,3181,8937,4743,15665,4412,11253,195
1,17,District - Ramban (17),Rural,Youth (15-24),51308,26301,25007,2551,6954,3679,18964,5272,13692,611
1,17,District - Ramban (17),Urban,All Ages,11811,6815,4996,518,189,101,2940,1229,1711,47
1,17,District - Ramban (17),Urban,10-14,1006,517,489,58,25,12,39,21,18,0
1,17,District - Ramban (17),Urban,15-19,968,515,453,58,20,12,53,22,31,1
1,17,District - Ramban (17),Urban,20-24,1090,622,468,39,17,10,90,37,53,5
1,17,District - Ramban (17),Urban,Adolescent (10-19),1974,1032,942,116,45,24,92,43,49,1
1,17,District - Ramban (17),Urban,Youth (15-24),2058,1137,921,97,37,22,143,59,84,6
1,18,District - Kishtwar (18),Total,All Ages,230696,120165,110531,14307,38149,19889,123190,51465,71725,3583
1,18,District - Kishtwar (18),Total,10-14,28897,14959,13938,1896,5333,2890,4898,1758,3140,47
1,18,District - Kishtwar (18),Total,15-19,22349,11653,10696,1482,3089,1621,5408,1637,3771,220
1,18,District - Kishtwar (18),Total,20-24,19734,10014,9720,1317,2965,1458,7367,2196,5171,475
1,18,District - Kishtwar (18),Total,Adolescent (10-19),51246,26612,24634,3378,8422,4511,10306,3395,6911,267
1,18,District - Kishtwar (18),Total,Youth (15-24),42083,21667,20416,2799,6054,3079,12775,3833,8942,695
1,18,District - Kishtwar (18),Rural,All Ages,215831,111986,103845,14020,38069,19840,119719,50052,69667,3566
1,18,District - Kishtwar (18),Rural,10-14,27466,14184,13282,1864,5323,2886,4821,1729,3092,47
1,18,District - Kishtwar (18),Rural,15-19,21010,10926,10084,1457,3081,1617,5327,1596,3731,217
1,18,District - Kishtwar (18),Rural,20-24,18353,9273,9080,1292,2960,1454,7301,2177,5124,475
1,18,District - Kishtwar (18),Rural,Adolescent (10-19),48476,25110,23366,3321,8404,4503,10148,3325,6823,264
1,18,District - Kishtwar (18),Rural,Youth (15-24),39363,20199,19164,2749,6041,3071,12628,3773,8855,692
1,18,District - Kishtwar (18),Urban,All Ages,14865,8179,6686,287,80,49,3471,1413,2058,17
1,18,District - Kishtwar (18),Urban,10-14,1431,775,656,32,10,4,77,29,48,0
1,18,District - Kishtwar (18),Urban,15-19,1339,727,612,25,8,4,81,41,40,3
1,18,District - Kishtwar (18),Urban,20-24,1381,741,640,25,5,4,66,19,47,0
1,18,District - Kishtwar (18),Urban,Adolescent (10-19),2770,1502,1268,57,18,8,158,70,88,3
1,18,District - Kishtwar (18),Urban,Youth (15-24),2720,1468,1252,50,13,8,147,60,87,3
1,19,District - Udhampur (19),Total,All Ages,554985,296784,258201,138569,56309,29142,232631,99241,133390,3858
1,19,District - Udhampur (19),Total,10-14,61318,32328,28990,17118,7359,3811,5754,2169,3585,46
1,19,District - Udhampur (19),Total,15-19,53339,27990,25349,14385,5955,2994,7381,2526,4855,335
1,19,District - Udhampur (19),Total,20-24,53165,28547,24618,12838,5207,2625,11676,3932,7744,646
1,19,District - Udhampur (19),Total,Adolescent (10-19),114657,60318,54339,31503,13314,6805,13135,4695,8440,381
1,19,District - Udhampur (19),Total,Youth (15-24),106504,56537,49967,27223,11162,5619,19057,6458,12599,981
1,19,District - Udhampur (19),Rural,All Ages,446777,232974,213803,122742,53636,27736,209895,88908,120987,3521
1,19,District - Udhampur (19),Rural,10-14,52710,27645,25065,15278,7055,3661,5364,1973,3391,45
1,19,District - Udhampur (19),Rural,15-19,45169,23545,21624,12690,5674,2868,6984,2363,4621,330
1,19,District - Udhampur (19),Rural,20-24,42145,21921,20224,11284,4906,2462,10956,3607,7349,590
1,19,District - Udhampur (19),Rural,Adolescent (10-19),97879,51190,46689,27968,12729,6529,12348,4336,8012,375
1,19,District - Udhampur (19),Rural,Youth (15-24),87314,45466,41848,23974,10580,5330,17940,5970,11970,920
1,19,District - Udhampur (19),Urban,All Ages,108208,63810,44398,15827,2673,1406,22736,10333,12403,337
1,19,District - Udhampur (19),Urban,10-14,8608,4683,3925,1840,304,150,390,196,194,1
1,19,District - Udhampur (19),Urban,15-19,8170,4445,3725,1695,281,126,397,163,234,5
1,19,District - Udhampur (19),Urban,20-24,11020,6626,4394,1554,301,163,720,325,395,56
1,19,District - Udhampur (19),Urban,Adolescent (10-19),16778,9128,7650,3535,585,276,787,359,428,6
1,19,District - Udhampur (19),Urban,Youth (15-24),19190,11071,8119,3249,582,289,1117,488,629,61
1,20,District - Reasi (20),Total,All Ages,314667,166461,148206,37757,88365,46330,164125,72524,91601,1293
1,20,District - Reasi (20),Total,10-14,39726,20892,18834,4389,12276,6466,6433,2397,4036,20
1,20,District - Reasi (20),Total,15-19,29882,15791,14091,3861,8187,4403,7137,2287,4850,131
1,20,District - Reasi (20),Total,20-24,29169,15391,13778,3869,7559,3937,9649,3433,6216,243
1,20,District - Reasi (20),Total,Adolescent (10-19),69608,36683,32925,8250,20463,10869,13570,4684,8886,151
1,20,District - Reasi (20),Total,Youth (15-24),59051,31182,27869,7730,15746,8340,16786,5720,11066,374
1,20,District - Reasi (20),Rural,All Ages,287671,151481,136190,33232,86608,45441,156343,68979,87364,1178
1,20,District - Reasi (20),Rural,10-14,37337,19601,17736,3914,12039,6357,6265,2320,3945,18
1,20,District - Reasi (20),Rural,15-19,27536,14538,12998,3397,8007,4313,6936,2196,4740,115
1,20,District - Reasi (20),Rural,20-24,26588,13992,12596,3404,7403,3855,9342,3313,6029,222
1,20,District - Reasi (20),Rural,Adolescent (10-19),64873,34139,30734,7311,20046,10670,13201,4516,8685,133
1,20,District - Reasi (20),Rural,Youth (15-24),54124,28530,25594,6801,15410,8168,16278,5509,10769,337
1,20,District - Reasi (20),Urban,All Ages,26996,14980,12016,4525,1757,889,7782,3545,4237,115
1,20,District - Reasi (20),Urban,10-14,2389,1291,1098,475,237,109,168,77,91,2
1,20,District - Reasi (20),Urban,15-19,2346,1253,1093,464,180,90,201,91,110,16
1,20,District - Reasi (20),Urban,20-24,2581,1399,1182,465,156,82,307,120,187,21
1,20,District - Reasi (20),Urban,Adolescent (10-19),4735,2544,2191,939,417,199,369,168,201,18
1,20,District - Reasi (20),Urban,Youth (15-24),4927,2652,2275,929,336,172,508,211,297,37
1,21,District - Jammu (21),Total,All Ages,1529958,813821,716137,377991,69193,36323,392823,171905,220918,16414
1,21,District - Jammu (21),Total,10-14,137646,76454,61192,38137,8923,4774,6521,3223,3298,70
1,21,District - Jammu (21),Total,15-19,144526,78526,66000,41172,7963,4236,6419,2926,3493,614
1,21,District - Jammu (21),Total,20-24,147093,76482,70611,39207,6666,3445,9011,3558,5453,1583
1,21,District - Jammu (21),Total,Adolescent (10-19),282172,154980,127192,79309,16886,9010,12940,6149,6791,684
1,21,District - Jammu (21),Total,Youth (15-24),291619,155008,136611,80379,14629,7681,15430,6484,8946,2197
1,21,District - Jammu (21),Rural,All Ages,764945,401603,363342,268098,47138,24647,240064,103403,136661,14538
1,21,District - Jammu (21),Rural,10-14,76189,42091,34098,27634,6197,3288,3162,1520,1642,65
1,21,District - Jammu (21),Rural,15-19,79006,42531,36475,29517,5377,2821,3462,1439,2023,575
1,21,District - Jammu (21),Rural,20-24,74016,37400,36616,27448,4448,2278,5039,1867,3172,1432
1,21,District - Jammu (21),Rural,Adolescent (10-19),155195,84622,70573,57151,11574,6109,6624,2959,3665,640
1,21,District - Jammu (21),Rural,Youth (15-24),153022,79931,73091,56965,9825,5099,8501,3306,5195,2007
1,21,District - Jammu (21),Urban,All Ages,765013,412218,352795,109893,22055,11676,152759,68502,84257,1876
1,21,District - Jammu (21),Urban,10-14,61457,34363,27094,10503,2726,1486,3359,1703,1656,5
1,21,District - Jammu (21),Urban,15-19,65520,35995,29525,11655,2586,1415,2957,1487,1470,39
1,21,District - Jammu (21),Urban,20-24,73077,39082,33995,11759,2218,1167,3972,1691,2281,151
1,21,District - Jammu (21),Urban,Adolescent (10-19),126977,70358,56619,22158,5312,2901,6316,3190,3126,44
1,21,District - Jammu (21),Urban,Youth (15-24),138597,75077,63520,23414,4804,2582,6929,3178,3751,190
1,22,District - Samba (22),Total,All Ages,318898,169124,149774,91835,17573,9188,90759,38812,51947,2414
1,22,District - Samba (22),Total,10-14,30526,17131,13395,9385,2053,1144,1188,589,599,30
1,22,District - Samba (22),Total,15-19,31072,16808,14264,9700,1918,985,1310,554,756,70
1,22,District - Samba (22),Total,20-24,30443,15316,15127,9380,1766,864,1759,650,1109,218
1,22,District - Samba (22),Total,Adolescent (10-19),61598,33939,27659,19085,3971,2129,2498,1143,1355,100
1,22,District - Samba (22),Total,Youth (15-24),61515,32124,29391,19080,3684,1849,3069,1204,1865,288
1,22,District - Samba (22),Rural,All Ages,265283,139365,125918,78034,16636,8676,79537,33915,45622,2249
1,22,District - Samba (22),Rural,10-14,25936,14527,11409,8101,1965,1090,1043,512,531,30
1,22,District - Samba (22),Rural,15-19,26242,14164,12078,8236,1823,930,1146,479,667,66
1,22,District - Samba (22),Rural,20-24,25217,12553,12664,7879,1673,815,1574,560,1014,205
1,22,District - Samba (22),Rural,Adolescent (10-19),52178,28691,23487,16337,3788,2020,2189,991,1198,96
1,22,District - Samba (22),Rural,Youth (15-24),51459,26717,24742,16115,3496,1745,2720,1039,1681,271
1,22,District - Samba (22),Urban,All Ages,53615,29759,23856,13801,937,512,11222,4897,6325,165
1,22,District - Samba (22),Urban,10-14,4590,2604,1986,1284,88,54,145,77,68,0
1,22,District - Samba (22),Urban,15-19,4830,2644,2186,1464,95,55,164,75,89,4
1,22,District - Samba (22),Urban,20-24,5226,2763,2463,1501,93,49,185,90,95,13
1,22,District - Samba (22),Urban,Adolescent (10-19),9420,5248,4172,2748,183,109,309,152,157,4
1,22,District - Samba (22),Urban,Youth (15-24),10056,5407,4649,2965,188,104,349,165,184,17
2,0,State - HIMACHAL PRADESH (02),Total,All Ages,6864602,3481873,3382729,1729252,392126,196118,1824866,729283,1095583,68668
2,0,State - HIMACHAL PRADESH (02),Total,10-14,639224,338240,300984,173444,39451,20426,17760,8568,9192,948
2,0,State - HIMACHAL PRADESH (02),Total,15-19,640461,336729,303732,169010,38640,19557,17551,8402,9149,4002
2,0,State - HIMACHAL PRADESH (02),Total,20-24,643866,323720,320146,167486,37419,18233,28529,11258,17271,8824
2,0,State - HIMACHAL PRADESH (02),Total,Adolescent (10-19),1279685,674969,604716,342454,78091,39983,35311,16970,18341,4950
2,0,State - HIMACHAL PRADESH (02),Total,Youth (15-24),1284327,660449,623878,336496,76059,37790,46080,19660,26420,12826
2,0,State - HIMACHAL PRADESH (02),Rural,All Ages,6176050,3110345,3065705,1606535,374392,186896,1704314,672524,1031790,66318
2,0,State - HIMACHAL PRADESH (02),Rural,10-14,580265,305500,274765,162038,37830,19485,15761,7518,8243,932
2,0,State - HIMACHAL PRADESH (02),Rural,15-19,575991,300554,275437,156577,36645,18534,15203,6952,8251,3877
2,0,State - HIMACHAL PRADESH (02),Rural,20-24,573439,285167,288272,154321,35411,17211,24885,9331,15554,8523
2,0,State - HIMACHAL PRADESH (02),Rural,Adolescent (10-19),1156256,606054,550202,318615,74475,38019,30964,14470,16494,4809
2,0,State - HIMACHAL PRADESH (02),Rural,Youth (15-24),1149430,585721,563709,310898,72056,35745,40088,16283,23805,12400
2,0,State - HIMACHAL PRADESH (02),Urban,All Ages,688552,371528,317024,122717,17734,9222,120552,56759,63793,2350
2,0,State - HIMACHAL PRADESH (02),Urban,10-14,58959,32740,26219,11406,1621,941,1999,1050,949,16
2,0,State - HIMACHAL PRADESH (02),Urban,15-19,64470,36175,28295,12433,1995,1023,2348,1450,898,125
2,0,State - HIMACHAL PRADESH (02),Urban,20-24,70427,38553,31874,13165,2008,1022,3644,1927,1717,301
2,0,State - HIMACHAL PRADESH (02),Urban,Adolescent (10-19),123429,68915,54514,23839,3616,1964,4347,2500,1847,141
2,0,State - HIMACHAL PRADESH (02),Urban,Youth (15-24),134897,74728,60169,25598,4003,2045,5992,3377,2615,426
2,23,District - Chamba (01),Total,All Ages,519080,261320,257760,111690,135500,67900,195238,75256,119982,2650
2,23,District - Chamba (01),Total,10-14,56293,28743,27550,12624,15130,7798,2552,992,1560,143
2,23,District - Chamba (01),Total,15-19,52835,26822,26013,11543,14339,7142,3064,1024,2040,223
2,23,District - Chamba (01),Total,20-24,51043,25190,25853,11257,13428,6483,5074,1244,3830,375
2,23,District - Chamba (01),Total,Adolescent (10-19),109128,55565,53563,24167,29469,14940,5616,2016,3600,366
2,23,District - Chamba (01),Total,Youth (15-24),103878,52012,51866,22800,27767,13625,8138,2268,5870,598
2,23,District - Chamba (01),Rural,All Ages,482972,241963,241009,105635,132907,66589,189289,72692,116597,2629
